firstName,lastName,email,phoneNumber,password,specialty,role,hospital,createdAt,updatedAt
Dr.,Geetika Singh,dr..geetika singh@hospital.com,9012345678,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,Cardiology,Doctor,"['Fortis Hospital Cunningham Road', 'The Bangalore Hospital']",2025-01-11T18:56:07.754457+00:00,2025-01-11T18:56:07.754458+00:00
Dr.,Gulika Shah,dr..gulika shah@hospital.com,9012345678,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,Cardiology,Doctor,"['Santosh Hospital - Best Multispeciality Hospital in Bangalore', 'Manipal Hospitals Jayanagar']",2025-01-11T18:56:07.754462+00:00,2025-01-11T18:56:07.754463+00:00
Dr.,Hiya Agarwal,dr..hiya agarwal@hospital.com,9012345678,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,Cardiology,Doctor,"['Fortis Hospital Richmond Road', ""St. Martha's Hospital""]",2025-01-11T18:56:07.754466+00:00,2025-01-11T18:56:07.754467+00:00
Dr.,Hiral Kumar,dr..hiral kumar@hospital.com,9012345678,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,Cardiology,Doctor,"[""St. Martha's Hospital"", 'Cambridge Fertility']",2025-01-11T18:56:07.754470+00:00,2025-01-11T18:56:07.754471+00:00
Dr.,Ira Nair,dr..ira nair@hospital.com,9012345678,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,Cardiology,Doctor,"['Santosh Hospital - Best Multispeciality Hospital in Bangalore', 'Apollo Spectra Hospitals']",2025-01-11T18:56:07.754474+00:00,2025-01-11T18:56:07.754475+00:00
Dr.,Ishita Rao,dr..ishita rao@hospital.com,9012345678,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,Cardiology,Doctor,"['Manipal Hospitals Jayanagar', 'Cambridge Fertility']",2025-01-11T18:56:07.754479+00:00,2025-01-11T18:56:07.754480+00:00
Dr.,Jeevika Sharma,dr..jeevika sharma@hospital.com,9012345678,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,Cardiology,Doctor,"['Manipal Hospitals Jayanagar', 'Apollo Spectra Hospitals']",2025-01-11T18:56:07.754483+00:00,2025-01-11T18:56:07.754484+00:00
Dr.,Kaia Patel,dr..kaia patel@hospital.com,9012345678,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,Cardiology,Doctor,"[""St Philomena's Hospital"", 'Fortis Hospital Rajajinagar, Bangalore']",2025-01-11T18:56:07.754487+00:00,2025-01-11T18:56:07.754488+00:00
Dr.,Kashvi Singh,dr..kashvi singh@hospital.com,9012345678,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,Cardiology,Doctor,"['Santosh Hospital - Best Multispeciality Hospital in Bangalore', 'Fortis Hospital Rajajinagar, Bangalore']",2025-01-11T18:56:07.754492+00:00,2025-01-11T18:56:07.754493+00:00
Dr.,Keya Khanna,dr..keya khanna@hospital.com,9012345678,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,Neurology,Doctor,"['Ramaiah Memorial Hospital', 'Manipal Hospital Millers Road']",2025-01-11T18:56:07.754496+00:00,2025-01-11T18:56:07.754497+00:00
Dr.,Kimaya Gupta,dr..kimaya gupta@hospital.com,9012345678,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,Neurology,Doctor,"['Manipal Hospital Hebbal', 'Fortis Hospital Rajajinagar, Bangalore']",2025-01-11T18:56:07.754500+00:00,2025-01-11T18:56:07.754501+00:00
Dr.,Krisha Roy,dr..krisha roy@hospital.com,9012345678,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,Neurology,Doctor,"['Manipal Hospital Yeshwanthpur', 'Santosh Hospital - Best Multispeciality Hospital in Bangalore']",2025-01-11T18:56:07.754505+00:00,2025-01-11T18:56:07.754506+00:00
Dr.,Larisa Menon,dr..larisa menon@hospital.com,9012345678,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,Neurology,Doctor,"['Manipal Hospital Yeshwanthpur', 'Manipal Hospital Millers Road']",2025-01-11T18:56:07.754509+00:00,2025-01-11T18:56:07.754510+00:00
Dr.,Laasya Iyer,dr..laasya iyer@hospital.com,9012345678,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,Neurology,Doctor,"['Ramaiah Memorial Hospital', 'Manipal Hospital Millers Road']",2025-01-11T18:56:07.754513+00:00,2025-01-11T18:56:07.754514+00:00
Dr.,Mahika Joshi,dr..mahika joshi@hospital.com,9012345678,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,Neurology,Doctor,"['Santosh Hospital - Best Multispeciality Hospital in Bangalore', 'Fortis Hospital Cunningham Road']",2025-01-11T18:56:07.754517+00:00,2025-01-11T18:56:07.754518+00:00
Dr.,Mayra Singh,dr..mayra singh@hospital.com,9012345678,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,Neurology,Doctor,"['SPARSH Hospital, Infantry Road', 'Fortis Hospital Cunningham Road']",2025-01-11T18:56:07.754522+00:00,2025-01-11T18:56:07.754523+00:00
Dr.,Mehar Shah,dr..mehar shah@hospital.com,9012345678,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,Neurology,Doctor,"['Ramaiah Memorial Hospital', 'SPARSH Hospital, Infantry Road']",2025-01-11T18:56:07.754526+00:00,2025-01-11T18:56:07.754527+00:00
Dr.,Mirai Agarwal,dr..mirai agarwal@hospital.com,9012345678,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,Neurology,Doctor,"['Ramaiah Memorial Hospital', 'Apollo Spectra Hospitals']",2025-01-11T18:56:07.754530+00:00,2025-01-11T18:56:07.754531+00:00
Dr.,Mishka Kumar,dr..mishka kumar@hospital.com,9012345678,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,Neurology,Doctor,"['VSH Hospital', 'Apollo Spectra Hospitals']",2025-01-11T18:56:07.754535+00:00,2025-01-11T18:56:07.754536+00:00
Dr.,Naitee Nair,dr..naitee nair@hospital.com,9012345678,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,Neurology,Doctor,"['SPARSH Hospital, Infantry Road', 'Manipal Hospital Hebbal']",2025-01-11T18:56:07.754539+00:00,2025-01-11T18:56:07.754540+00:00
Dr.,Navya Rao,dr..navya rao@hospital.com,9012345678,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,Neurology,Doctor,"['Manipal Hospital Hebbal', 'Fortis Hospital Rajajinagar, Bangalore']",2025-01-11T18:56:07.754543+00:00,2025-01-11T18:56:07.754544+00:00
Dr.,Nyra Sharma,dr..nyra sharma@hospital.com,9012345678,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,Neurology,Doctor,"['Fortis Hospital Cunningham Road', 'VSH Hospital']",2025-01-11T18:56:07.754547+00:00,2025-01-11T18:56:07.754548+00:00
Dr.,Nehrika Patel,dr..nehrika patel@hospital.com,9012345678,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,Neurology,Doctor,"['SPARSH Hospital, Infantry Road', 'Fortis Hospital Cunningham Road']",2025-01-11T18:56:07.754552+00:00,2025-01-11T18:56:07.754553+00:00
Dr.,Neysa Singh,dr..neysa singh@hospital.com,9012345678,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,Neurology,Doctor,"['VSH Hospital', 'Apollo Spectra Hospitals']",2025-01-11T18:56:07.754556+00:00,2025-01-11T18:56:07.754557+00:00
Dr.,Pavati Khanna,dr..pavati khanna@hospital.com,9012345678,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,Neurology,Doctor,"['Manipal Hospital Yeshwanthpur', 'Manipal Hospital Hebbal']",2025-01-11T18:56:07.754560+00:00,2025-01-11T18:56:07.754561+00:00
Dr.,Prisha Gupta,dr..prisha gupta@hospital.com,9012345678,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,Neurology,Doctor,"['Manipal Hospital Yeshwanthpur', 'Apollo Spectra Hospitals']",2025-01-11T18:56:07.754564+00:00,2025-01-11T18:56:07.754565+00:00
Dr.,Ryka Roy,dr..ryka roy@hospital.com,9012345678,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,Neurology,Doctor,"['Manipal Hospital Millers Road', 'Santosh Hospital - Best Multispeciality Hospital in Bangalore']",2025-01-11T18:56:07.754568+00:00,2025-01-11T18:56:07.754569+00:00
Dr.,Rebecca Menon,dr..rebecca menon@hospital.com,9012345678,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,Neurology,Doctor,"['Santosh Hospital - Best Multispeciality Hospital in Bangalore', 'Fortis Hospital Rajajinagar, Bangalore']",2025-01-11T18:56:07.754573+00:00,2025-01-11T18:56:07.754574+00:00
Dr.,Saanvi Iyer,dr..saanvi iyer@hospital.com,9012345678,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,Neurology,Doctor,"['VSH Hospital', 'Fortis Hospital Rajajinagar, Bangalore']",2025-01-11T18:56:07.754577+00:00,2025-01-11T18:56:07.754578+00:00
Dr.,Sahana Joshi,dr..sahana joshi@hospital.com,9012345678,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,Orthopedics,Doctor,"['The Bangalore Hospital', 'Apollo Spectra Hospitals']",2025-01-11T18:56:07.754582+00:00,2025-01-11T18:56:07.754583+00:00
Dr.,Sai Singh,dr..sai singh@hospital.com,9012345678,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,Orthopedics,Doctor,"['Ramaiah Memorial Hospital', 'Manipal Hospitals Jayanagar']",2025-01-11T18:56:07.754586+00:00,2025-01-11T18:56:07.754587+00:00
Dr.,Saisha Shah,dr..saisha shah@hospital.com,9012345678,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,Orthopedics,Doctor,"['SPARSH Hospital, Infantry Road', 'Santosh Hospital - Best Multispeciality Hospital in Bangalore']",2025-01-11T18:56:07.754590+00:00,2025-01-11T18:56:07.754591+00:00
Dr.,Saira Agarwal,dr..saira agarwal@hospital.com,9012345678,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,Orthopedics,Doctor,"['Fortis Hospital Cunningham Road', 'Apollo Spectra Hospitals']",2025-01-11T18:56:07.754598+00:00,2025-01-11T18:56:07.754599+00:00
Dr.,Saloni Kumar,dr..saloni kumar@hospital.com,9012345678,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,Orthopedics,Doctor,"['SPARSH Hospital, Infantry Road', 'The Bangalore Hospital']",2025-01-11T18:56:07.754603+00:00,2025-01-11T18:56:07.754604+00:00
Dr.,Shanaya Nair,dr..shanaya nair@hospital.com,9012345678,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,Orthopedics,Doctor,"['Santosh Hospital - Best Multispeciality Hospital in Bangalore', ""St Philomena's Hospital""]",2025-01-11T18:56:07.754607+00:00,2025-01-11T18:56:07.754608+00:00
Dr.,Shrishti Rao,dr..shrishti rao@hospital.com,9012345678,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,Orthopedics,Doctor,"['Manipal Hospital Millers Road', 'Manipal Hospitals Jayanagar']",2025-01-11T18:56:07.754611+00:00,2025-01-11T18:56:07.754612+00:00
Dr.,Sneha Sharma,dr..sneha sharma@hospital.com,9012345678,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,Orthopedics,Doctor,"['Ramaiah Memorial Hospital', 'SPARSH Hospital, Infantry Road']",2025-01-11T18:56:07.754615+00:00,2025-01-11T18:56:07.754617+00:00
Dr.,Turvi Patel,dr..turvi patel@hospital.com,9012345678,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,Orthopedics,Doctor,"['Manipal Hospital Millers Road', 'Fortis Hospital Cunningham Road']",2025-01-11T18:56:07.754620+00:00,2025-01-11T18:56:07.754621+00:00
Dr.,Taahira Singh,dr..taahira singh@hospital.com,9012345678,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,Orthopedics,Doctor,"['Ramaiah Memorial Hospital', 'Fortis Hospital Cunningham Road']",2025-01-11T18:56:07.754633+00:00,2025-01-11T18:56:07.754634+00:00
Dr.,Taara Khanna,dr..taara khanna@hospital.com,9012345678,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,Orthopedics,Doctor,"['Fortis Hospital, Bannerghatta Road']",2025-01-11T18:56:07.754637+00:00,2025-01-11T18:56:07.754638+00:00
Dr.,Tanvi Gupta,dr..tanvi gupta@hospital.com,9012345678,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,Orthopedics,Doctor,"['Ramaiah Memorial Hospital', ""St Philomena's Hospital""]",2025-01-11T18:56:07.754641+00:00,2025-01-11T18:56:07.754642+00:00
Dr.,Viti Roy,dr..viti roy@hospital.com,9012345678,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,Orthopedics,Doctor,"['Manipal Hospitals Jayanagar', 'Apollo Spectra Hospitals']",2025-01-11T18:56:07.754646+00:00,2025-01-11T18:56:07.754646+00:00
Dr.,Zara Menon,dr..zara menon@hospital.com,9012345678,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,Orthopedics,Doctor,"['Manipal Hospital Millers Road', 'Manipal Hospitals Jayanagar']",2025-01-11T18:56:07.754650+00:00,2025-01-11T18:56:07.754651+00:00
Dr.,Aagya Iyer,dr..aagya iyer@hospital.com,9012345678,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,Orthopedics,Doctor,"['Apollo Spectra Hospitals', 'Fortis Hospital, Bannerghatta Road']",2025-01-11T18:56:07.754654+00:00,2025-01-11T18:56:07.754655+00:00
Dr.,Aaina Joshi,dr..aaina joshi@hospital.com,9012345678,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,Orthopedics,Doctor,"['Fortis Hospital Cunningham Road', ""St Philomena's Hospital""]",2025-01-11T18:56:07.754658+00:00,2025-01-11T18:56:07.754659+00:00
Dr.,Aas Singh,dr..aas singh@hospital.com,9012345678,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,Orthopedics,Doctor,"['Manipal Hospital Millers Road', 'Santosh Hospital - Best Multispeciality Hospital in Bangalore']",2025-01-11T18:56:07.754663+00:00,2025-01-11T18:56:07.754664+00:00
Dr.,Akaljeet Shah,dr..akaljeet shah@hospital.com,9012345678,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,Orthopedics,Doctor,"[""St Philomena's Hospital"", 'Fortis Hospital, Bannerghatta Road']",2025-01-11T18:56:07.754667+00:00,2025-01-11T18:56:07.754668+00:00
Dr.,Amanroop Agarwal,dr..amanroop agarwal@hospital.com,9012345678,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,Orthopedics,Doctor,"['Santosh Hospital - Best Multispeciality Hospital in Bangalore', 'The Bangalore Hospital']",2025-01-11T18:56:07.754673+00:00,2025-01-11T18:56:07.754674+00:00
Dr.,Anika Kumar,dr..anika kumar@hospital.com,9012345678,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,Orthopedics,Doctor,"['SPARSH Hospital, Infantry Road', 'The Bangalore Hospital']",2025-01-11T18:56:07.754677+00:00,2025-01-11T18:56:07.754679+00:00
Dr.,Birva Nair,dr..birva nair@hospital.com,9012345678,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,Gynaecology,Doctor,"['The Bangalore Hospital', 'South City Hospital']",2025-01-11T18:56:07.754682+00:00,2025-01-11T18:56:07.754683+00:00
Dr.,Bisanpreet Rao,dr..bisanpreet rao@hospital.com,9012345678,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,Gynaecology,Doctor,"['Manipal Hospital Yeshwanthpur', 'Fortis Hospital Rajajinagar, Bangalore']",2025-01-11T18:56:07.754686+00:00,2025-01-11T18:56:07.754687+00:00
Dr.,Charanpreet Sharma,dr..charanpreet sharma@hospital.com,9012345678,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,Gynaecology,Doctor,"['VSH Hospital', 'Suguna Hospital']",2025-01-11T18:56:07.754691+00:00,2025-01-11T18:56:07.754691+00:00
Dr.,Dilreet Patel,dr..dilreet patel@hospital.com,9012345678,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,Gynaecology,Doctor,"['North Bangalore Hospital', 'Manipal Hospital Varthur Road']",2025-01-11T18:56:07.754695+00:00,2025-01-11T18:56:07.754696+00:00
Dr.,Ekkam Singh,dr..ekkam singh@hospital.com,9012345678,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,Gynaecology,Doctor,"['Manipal Hospital Hebbal', 'VSH Hospital']",2025-01-11T18:56:07.754699+00:00,2025-01-11T18:56:07.754700+00:00
Dr.,Faal Khanna,dr..faal khanna@hospital.com,9012345678,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,Gynaecology,Doctor,"['North Bangalore Hospital', 'Manipal Hospital Varthur Road']",2025-01-11T18:56:07.754705+00:00,2025-01-11T18:56:07.754706+00:00
Dr.,Gurleen Gupta,dr..gurleen gupta@hospital.com,9012345678,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,Gynaecology,Doctor,"['Manipal Hospital Yeshwanthpur', 'Fortis Hospital Richmond Road']",2025-01-11T18:56:07.754710+00:00,2025-01-11T18:56:07.754712+00:00
Dr.,Gurmeet Roy,dr..gurmeet roy@hospital.com,9012345678,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,Gynaecology,Doctor,"['VSH Hospital', 'Suguna Hospital']",2025-01-11T18:56:07.754715+00:00,2025-01-11T18:56:07.754716+00:00
Dr.,Heer Menon,dr..heer menon@hospital.com,9012345678,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,Gynaecology,Doctor,"['The Bangalore Hospital', 'Manipal Hospital Varthur Road']",2025-01-11T18:56:07.754719+00:00,2025-01-11T18:56:07.754720+00:00
Dr.,Harleen Iyer,dr..harleen iyer@hospital.com,9012345678,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,Gynaecology,Doctor,"['Fortis Hospital Richmond Road', 'North Bangalore Hospital']",2025-01-11T18:56:07.754723+00:00,2025-01-11T18:56:07.754724+00:00
Dr.,Harveen Joshi,dr..harveen joshi@hospital.com,9012345678,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,Gynaecology,Doctor,"['Manipal Hospital Yeshwanthpur', 'Fortis Hospital Richmond Road']",2025-01-11T18:56:07.754727+00:00,2025-01-11T18:56:07.754728+00:00
Dr.,Ikamroop Singh,dr..ikamroop singh@hospital.com,9012345678,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,Gynaecology,Doctor,"['Manipal Hospital Yeshwanthpur', 'South City Hospital']",2025-01-11T18:56:07.754732+00:00,2025-01-11T18:56:07.754732+00:00
Dr.,Isha Shah,dr..isha shah@hospital.com,9012345678,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,Gynaecology,Doctor,"['Fortis Hospital Rajajinagar, Bangalore', 'South City Hospital']",2025-01-11T18:56:07.754736+00:00,2025-01-11T18:56:07.754737+00:00
Dr.,Ishmeet Agarwal,dr..ishmeet agarwal@hospital.com,9012345678,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,Gynaecology,Doctor,"['Fortis Hospital Rajajinagar, Bangalore', 'Manipal Hospital Varthur Road']",2025-01-11T18:56:07.754740+00:00,2025-01-11T18:56:07.754741+00:00
Dr.,Katiya Kumar,dr..katiya kumar@hospital.com,9012345678,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,Gynaecology,Doctor,"['Manipal Hospital Hebbal', 'The Bangalore Hospital']",2025-01-11T18:56:07.754744+00:00,2025-01-11T18:56:07.754745+00:00
Dr.,Mehr Nair,dr..mehr nair@hospital.com,9012345678,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,Gynaecology,Doctor,"['VSH Hospital', 'The Bangalore Hospital']",2025-01-11T18:56:07.754748+00:00,2025-01-11T18:56:07.754749+00:00
Dr.,Nihaara Rao,dr..nihaara rao@hospital.com,9012345678,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,Gynaecology,Doctor,"['North Bangalore Hospital', 'Suguna Hospital']",2025-01-11T18:56:07.754752+00:00,2025-01-11T18:56:07.754753+00:00
Dr.,Paakhi Sharma,dr..paakhi sharma@hospital.com,9012345678,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,Gynaecology,Doctor,"['Fortis Hospital Richmond Road', 'South City Hospital']",2025-01-11T18:56:07.754757+00:00,2025-01-11T18:56:07.754758+00:00
Dr.,Parminder Patel,dr..parminder patel@hospital.com,9012345678,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,Gynaecology,Doctor,"['Manipal Hospital Hebbal', 'Fortis Hospital Rajajinagar, Bangalore']",2025-01-11T18:56:07.754762+00:00,2025-01-11T18:56:07.754763+00:00
Dr.,Simrat Singh,dr..simrat singh@hospital.com,9012345678,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,Gynaecology,Doctor,"['Manipal Hospital Hebbal', 'Suguna Hospital']",2025-01-11T18:56:07.754766+00:00,2025-01-11T18:56:07.754767+00:00
Dr.,Sukhdeep Khanna,dr..sukhdeep khanna@hospital.com,9012345678,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,Dermatology,Doctor,"['Manipal Hospital Millers Road', 'Re life hospital- best multispeciality hospital in bangalore']",2025-01-11T18:56:07.754774+00:00,2025-01-11T18:56:07.754775+00:00
Dr.,Sukhleen Gupta,dr..sukhleen gupta@hospital.com,9012345678,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,Dermatology,Doctor,"['Ramaiah Memorial Hospital', 'SPARSH Hospital, Infantry Road']",2025-01-11T18:56:07.754778+00:00,2025-01-11T18:56:07.754779+00:00
Dr.,Shirina Roy,dr..shirina roy@hospital.com,9012345678,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,Dermatology,Doctor,"['Re life hospital- best multispeciality hospital in bangalore', 'Suguna Hospital']",2025-01-11T18:56:07.754787+00:00,2025-01-11T18:56:07.754788+00:00
Dr.,Tavleen Menon,dr..tavleen menon@hospital.com,9012345678,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,Dermatology,Doctor,"['Suguna Hospital', 'United Hospital - Best Surgical Hospital in Jayanagar']",2025-01-11T18:56:07.754791+00:00,2025-01-11T18:56:07.754792+00:00
Dr.,Ami Iyer,dr..ami iyer@hospital.com,9012345678,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,Dermatology,Doctor,"['Manipal Hospital Millers Road', 'Re life hospital- best multispeciality hospital in bangalore']",2025-01-11T18:56:07.754795+00:00,2025-01-11T18:56:07.754796+00:00
Dr.,Askini Joshi,dr..askini joshi@hospital.com,9012345678,ef92b778bafe771e89245b89ecbc08a44a4e166c06659911881f383d4473e94f,Dermatology,Doctor,"['Suguna Hospital', 'United Hospital - Best Surgical Hospital in Jayanagar']",2025-01-11T18:56:07.754800+00:00,2025-01-11T18:56:07.754801+00:00
